snapshot_date,team,team_code,player,position_group,club,roster_status,availability_status,absence_note,expected_absence_matches,suspension_status,yellow_card_risk,starting_role,notes,base_roster_source,availability_source,source_url,last_checked_bj
2026-07-04,Australia,AUS,Mathew Leckie,Forwards,Melbourne City,final_squad,ruled_out,Injury absence; Australia confirmed he is unavailable for the Egypt knockout match and RotoWire lists him as done with the World Cup,tournament,,,not_available,Do not project as starter or bench option,,Guardian / RotoWire team news,https://www.theguardian.com/football/2026/jul/03/egypt-mo-salah-fit-to-play-australia-socceroos-after-injury,2026-07-03 13:25
2026-07-04,Australia,AUS,Jacob Italiano,Defenders,Grazer AK,final_squad,ruled_out,Injury absence; Australia confirmed he is unavailable for the Egypt knockout match,tournament,,,not_available,Do not project as starter or bench option,,Guardian / RotoWire team news,https://www.theguardian.com/football/2026/jul/03/egypt-mo-salah-fit-to-play-australia-socceroos-after-injury,2026-07-03 13:25
2026-07-04,Australia,AUS,Mohamed Toure,Forwards,Norwich City,final_squad,fitness_doubt,Selection and fitness question entering the Egypt match; not in the main predicted XI,unknown,,,squad_option_uncertain,Use only as uncertain bench speed option,,Guardian match preview,https://www.theguardian.com/football/2026/jul/03/world-cup-2026-socceroos-knockout-round,2026-07-03 13:25
2026-07-04,Egypt,EGY,Mohamed Salah,Forwards,Liverpool,final_squad,available_fitness_managed,Hamstring strain in the Iran match; trained and is fit to play but Hossam Hassan has not confirmed whether he starts,0,,,uncertain_starter,Build both scenarios: starts as main creator or appears from bench after 60 minutes,,Guardian / RotoWire team news,https://www.theguardian.com/football/2026/jul/03/egypt-mo-salah-fit-to-play-australia-socceroos-after-injury,2026-07-03 13:25
2026-07-04,Egypt,EGY,Mohanad Lasheen,Midfielders,Pyramids,final_squad,suspended,Suspended for Australia knockout match,1,suspension,,not_available,Do not project as midfield option,,RotoWire team news,https://www.rotowire.com/soccer/article/australia-vs-egypt-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120684,2026-07-03 13:25
2026-07-04,Argentina,ARG,Leonardo Balerdi,Defenders,Marseille,replaced_out,ruled_out,Argentina confirmed Balerdi suffered a right-leg soleus muscle injury and was replaced on the 26-player roster,tournament,,,not_available,Must not appear in Argentina later-round analysis,,ESPN replacement report,https://www.espn.com/soccer/story/_/id/49032417/tottenham-defender-marcos-senesi-called-argentina-world-cup-squad,2026-07-03 13:25
2026-07-04,Argentina,ARG,Marcos Senesi,Defenders,Tottenham Hotspur,replacement_in,available,Called up as Balerdi replacement and now on Argentina 26-player World Cup roster,0,,,squad_option,Late replacement; use instead of Balerdi,,ESPN replacement report,https://www.espn.com/soccer/story/_/id/49032417/tottenham-defender-marcos-senesi-called-argentina-world-cup-squad,2026-07-03 13:25
2026-07-04,Argentina,ARG,Cristian Romero,Defenders,Tottenham,final_squad,fitness_doubt,Knee issue; projected by RotoWire but should be monitored close to kickoff,unknown,,,uncertain_starter,If he does not start Otamendi or Senesi depth becomes more relevant,,RotoWire / Houston Chronicle team news,https://www.rotowire.com/soccer/article/argentina-vs-cape-verde-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120686,2026-07-03 13:25
2026-07-04,Argentina,ARG,Julián Álvarez,Forwards,Atlético Madrid,final_squad,available_fitness_managed,Has been working back from ankle issue; starting spot competing with Lautaro Martinez,0,,,rotation_or_alternative_9,Do not assume automatic starter by reputation,,Houston Chronicle team news,https://www.houstonchronicle.com/la-voz/article/argentina-y-messi-quieren-terminar-con-la-racha-22331084.php,2026-07-03 13:25
2026-07-04,Cape Verde,CPV,Sidny Lopes Cabral,Defenders,Benfica,final_squad,available_returned_from_suspension,Returns from suspension and is available for Argentina match,0,,possible_yellow_risk,likely_starter,Left-back return strengthens Cape Verde defensive block,,Racing Post team news,https://www.racingpost.com/sport/football-tips/world-cup-2026/argentina-vs-cape-verde-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-aurGJ5y7Avbh/,2026-07-03 13:25
2026-07-04,Cape Verde,CPV,Jovane Cabral,Forwards,Estrela Amadora,final_squad,fitness_doubt,Knock; has not featured since the first game and remains doubtful,unknown,,,limited_or_uncertain,Do not project as primary attacking outlet unless later news confirms,,Racing Post team news,https://www.racingpost.com/sport/football-tips/world-cup-2026/argentina-vs-cape-verde-world-cup-prediction-team-news-odds-betting-tips-and-bet-builder-aurGJ5y7Avbh/,2026-07-03 13:25
2026-07-04,Cape Verde,CPV,Telmo Arcanjo,Midfielders,Vitoria Guimaraes,final_squad,fitness_doubt,Injury report / missed training; not expected to start,unknown,,,not_expected_to_start,Use only as uncertain bench option,,RotoWire / Racing Post team news,https://www.rotowire.com/soccer/article/argentina-vs-cape-verde-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120686,2026-07-03 13:25
2026-07-04,Ghana,GHA,Antoine Semenyo,Forwards,Manchester City,final_squad,fitness_doubt,Ankle issue; projected XI but worth monitoring close to kickoff,unknown,,,uncertain_starter,If limited Ghana lose one of their cleaner transition outlets,,RotoWire team news,https://www.rotowire.com/soccer/article/colombia-vs-ghana-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120687,2026-07-03 13:25
