snapshot_date,team,team_code,player,position_group,club,roster_status,availability_status,absence_note,expected_absence_matches,suspension_status,yellow_card_risk,starting_role,notes,base_roster_source,availability_source,source_url,last_checked_bj
2026-07-03,United States,USA,Folarin Balogun,Forwards,AS Monaco,final_squad,suspended,Red card after VAR review against Bosnia-Herzegovina; unavailable for the next knockout match vs Belgium,1,red_card_suspension,,unavailable_next_match,Do not project as starter or penalty taker for USA next match,,Guardian / SBNation match report,https://www.sbnation.com/fifa-world-cup/1121307/world-cup-2026-folarin-balogun-red-card,2026-07-02 12:15
2026-07-03,Portugal,POR,Cristiano Ronaldo,Forwards,Al Nassr,final_squad,available_rotation_risk,Pre-match reports still include him in predicted XI but Martinez has not publicly confirmed; user-side match news suggests a real non-start scenario,0,,,uncertain_starter,If benched Portugal gain pressing speed and depth runs but lose box gravity and aerial target,,RotoWire / pre-match media,https://www.rotowire.com/soccer/article/portugal-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120534,2026-07-02 12:15
2026-07-03,Portugal,POR,Gonçalo Ramos,Forwards,PSG,final_squad,available,Central-forward alternative if Ronaldo does not start; gives more pressing and near-post runs,0,,,rotation_or_alternative_9,Use as faster striker branch rather than confirmed starter,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/portugal-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120534,2026-07-02 12:15
2026-07-03,Portugal,POR,Rafael Leão,Forwards,AC Milan,final_squad,available,Wide pace option from start or bench if Portugal want faster attacks,0,,,pace_option,Useful if Croatia low block leaves weak-side transition space,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/portugal-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120534,2026-07-02 12:15
2026-07-03,Portugal,POR,Francisco Conceição,Forwards,Juventus,final_squad,available,Right-side tempo and one-v-one option from start or bench,0,,,pace_option,Good late-game substitute if Portugal need speed around Croatia fullbacks,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/portugal-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120534,2026-07-02 12:15
2026-07-03,Spain,ESP,Nico Williams,Forwards,Athletic Club,final_squad,fitness_doubt,Adductor issue picked up against Uruguay; not expected to start against Austria,0-1,,,not_expected_to_start,Do not project as first XI unless later team news changes,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/spain-vs-austria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120533,2026-07-02 12:15
2026-07-03,Spain,ESP,Yéremy Pino,Forwards,Crystal Palace,final_squad,fitness_doubt,AC sprain picked up against Uruguay; not expected to start against Austria,0-1,,,not_expected_to_start,Do not project as first XI unless later team news changes,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/spain-vs-austria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120533,2026-07-02 12:15
2026-07-03,Spain,ESP,Víctor Muñoz,Forwards,Osasuna,final_squad,fitness_doubt,Carrying a knock entering the Austria match window,unknown,,,limited_or_uncertain,Keep out of tactical core unless later team news confirms availability,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/spain-vs-austria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120533,2026-07-02 12:15
2026-07-03,Spain,ESP,Álex Baena,Midfielders,Atletico Madrid,final_squad,available,Expected to help provide width if Nico Williams and Yeremy Pino do not start,0,,,likely_starter_width_option,Project as a left/right wide connector rather than pure touchline winger,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/spain-vs-austria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120533,2026-07-02 12:15
2026-07-03,Austria,AUT,David Alaba,Defenders,Real Madrid,final_squad,available,No new fitness concern reported before Spain match,0,,,likely_starter,Central to Austria build-up and set-piece leadership,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/spain-vs-austria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120533,2026-07-02 12:15
2026-07-03,Austria,AUT,Marko Arnautovic,Forwards,Inter Milan,final_squad,available,No new fitness concern reported before Spain match,0,,,likely_starter,Target-forward outlet against Spain pressure,,RotoWire pre-match preview,https://www.rotowire.com/soccer/article/spain-vs-austria-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-32-120533,2026-07-02 12:15
